,price,state,prev_state,latest_uptrend,latest_downtrend,latest_rally,latest_reaction,latest_second_rally,latest_second_reaction,redline_uptrend,redline_reaction,blackline_downtrend,blackline_rally,Date
123,387.1394958496094,uptrend,uptrend,387.47503662109375,324.4732971191406,376.5308837890625,365.2019348144531,371.2809143066406,328.69970703125,379.3335571289063,365.2019348144531,324.4732971191406,373.6690673828125,2021-02-16
124,387.2283630371094,uptrend,uptrend,387.47503662109375,324.4732971191406,376.5308837890625,365.2019348144531,371.2809143066406,328.69970703125,379.3335571289063,365.2019348144531,324.4732971191406,373.6690673828125,2021-02-17
125,385.5802917480469,uptrend,uptrend,387.47503662109375,324.4732971191406,376.5308837890625,365.2019348144531,371.2809143066406,328.69970703125,379.3335571289063,365.2019348144531,324.4732971191406,373.6690673828125,2021-02-18
126,384.89935302734375,reaction,uptrend,387.47503662109375,324.4732971191406,376.5308837890625,384.89935302734375,371.2809143066406,328.69970703125,387.47503662109375,365.2019348144531,324.4732971191406,376.5308837890625,2021-02-19
127,381.9388122558594,reaction,reaction,387.47503662109375,324.4732971191406,376.5308837890625,381.9388122558594,371.2809143066406,328.69970703125,387.47503662109375,365.2019348144531,324.4732971191406,376.5308837890625,2021-02-22
128,382.4026184082031,reaction,reaction,387.47503662109375,324.4732971191406,376.5308837890625,381.9388122558594,371.2809143066406,328.69970703125,387.47503662109375,365.2019348144531,324.4732971191406,376.5308837890625,2021-02-23
129,386.6164855957031,rally,reaction,387.47503662109375,324.4732971191406,386.6164855957031,381.9388122558594,371.2809143066406,328.69970703125,387.47503662109375,381.9388122558594,324.4732971191406,376.5308837890625,2021-02-24
130,377.3006591796875,reaction,rally,387.47503662109375,324.4732971191406,386.6164855957031,377.3006591796875,371.2809143066406,328.69970703125,387.47503662109375,381.9388122558594,324.4732971191406,386.6164855957031,2021-02-25
131,375.3565673828125,downtrend,reaction,387.47503662109375,375.3565673828125,386.6164855957031,377.3006591796875,371.2809143066406,328.69970703125,387.47503662109375,381.9388122558594,324.4732971191406,386.6164855957031,2021-02-26
132,384.4552612304688,rally,downtrend,387.47503662109375,375.3565673828125,384.4552612304688,377.3006591796875,371.2809143066406,328.69970703125,387.47503662109375,377.3006591796875,375.3565673828125,386.6164855957031,2021-03-01
133,381.455322265625,second_reaction,rally,387.47503662109375,375.3565673828125,384.4552612304688,377.3006591796875,371.2809143066406,381.455322265625,387.47503662109375,377.3006591796875,375.3565673828125,386.6164855957031,2021-03-02
134,376.4026184082031,reaction,second_reaction,387.47503662109375,375.3565673828125,384.4552612304688,376.4026184082031,371.2809143066406,381.455322265625,387.47503662109375,377.3006591796875,375.3565673828125,384.4552612304688,2021-03-03
135,371.7446899414063,downtrend,reaction,387.47503662109375,371.7446899414063,384.4552612304688,376.4026184082031,371.2809143066406,381.455322265625,387.47503662109375,377.3006591796875,375.3565673828125,384.4552612304688,2021-03-04
136,378.5835571289063,rally,downtrend,387.47503662109375,371.7446899414063,378.5835571289063,376.4026184082031,371.2809143066406,381.455322265625,387.47503662109375,376.4026184082031,371.7446899414063,384.4552612304688,2021-03-05
137,376.69866943359375,rally,rally,387.47503662109375,371.7446899414063,378.5835571289063,376.4026184082031,371.2809143066406,381.455322265625,387.47503662109375,376.4026184082031,371.7446899414063,384.4552612304688,2021-03-08
138,382.0769653320313,rally,rally,387.47503662109375,371.7446899414063,382.0769653320313,376.4026184082031,371.2809143066406,381.455322265625,387.47503662109375,376.4026184082031,371.7446899414063,384.4552612304688,2021-03-09
139,384.4552612304688,rally,rally,387.47503662109375,371.7446899414063,384.4552612304688,376.4026184082031,371.2809143066406,381.455322265625,387.47503662109375,376.4026184082031,371.7446899414063,384.4552612304688,2021-03-10
140,388.3533325195313,uptrend,rally,388.3533325195313,371.7446899414063,384.4552612304688,376.4026184082031,371.2809143066406,381.455322265625,387.47503662109375,376.4026184082031,371.7446899414063,384.4552612304688,2021-03-11
